=== RUN TestEsportsPatch684p1
read replay 1458895412 from replays/1458895412.dem
yasha.(*OuterParser).Analyze: got a sendtable yo
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=711 serial=905 index=0 handle=1853440 name=DT_WORLD
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=410 index=1541 handle=841221 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=504 index=1542 handle=1033734 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=807 index=1543 handle=1654279 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=550 index=1544 handle=1127944 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=129 index=1545 handle=265737 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=381 index=1546 handle=781834 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=313 serial=801 index=1547 handle=1641995 name=DT_DOTA_BaseNPC_Barracks
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=313 serial=1023 index=1548 handle=2096652 name=DT_DOTA_BaseNPC_Barracks
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=496 index=1549 handle=1017357 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=926 index=1550 handle=1897998 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=848 index=1551 handle=1738255 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=643 index=1552 handle=1318416 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=266 index=1553 handle=546321 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=128 index=1554 handle=263698 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=233 index=1555 handle=478739 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=349 index=1556 handle=716308 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=323 serial=970 index=1557 handle=1988117 name=DT_DOTA_BaseNPC_Fort
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=424 serial=893 index=1558 handle=1830422 name=DT_DOTA_Unit_Fountain
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=571 serial=691 index=1559 handle=1416727 name=DT_DynamicProp
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=344 serial=646 index=1560 handle=1324568 name=DT_DOTA_DisplacementVisibility
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=755 index=1561 handle=1547801 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=313 serial=348 index=1562 handle=714266 name=DT_DOTA_BaseNPC_Barracks
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=313 serial=606 index=1563 handle=1242651 name=DT_DOTA_BaseNPC_Barracks
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=848 index=1564 handle=1738268 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=298 index=1565 handle=611869 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=277 index=1566 handle=568862 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=553 index=1567 handle=1134111 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=631 index=1568 handle=1293856 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=313 serial=664 index=1569 handle=1361441 name=DT_DOTA_BaseNPC_Barracks
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=313 serial=882 index=1570 handle=1807906 name=DT_DOTA_BaseNPC_Barracks
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=743 index=1571 handle=1523235 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=973 index=1572 handle=1994276 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=584 index=1573 handle=1197605 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=92 index=1574 handle=189990 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=647 index=1575 handle=1326631 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=124 index=1576 handle=255528 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=735 index=1577 handle=1506857 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=454 index=1578 handle=931370 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=47 index=1579 handle=97835 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=523 index=1580 handle=1072684 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=313 serial=442 index=1581 handle=906797 name=DT_DOTA_BaseNPC_Barracks
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=313 serial=643 index=1582 handle=1318446 name=DT_DOTA_BaseNPC_Barracks
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=687 index=1583 handle=1408559 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=145 index=1584 handle=298544 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=75 index=1585 handle=155185 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=11 index=1586 handle=24114 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=674 index=1587 handle=1381939 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=527 index=1588 handle=1080884 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=812 index=1589 handle=1664565 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=275 index=1590 handle=564790 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=314 serial=18 index=1591 handle=38455 name=DT_DOTA_BaseNPC_Building
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=333 serial=364 index=1592 handle=747064 name=DT_DOTA_BaseNPC_Tower
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=424 serial=132 index=1593 handle=271929 name=DT_DOTA_Unit_Fountain
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=323 serial=894 index=1594 handle=1832506 name=DT_DOTA_BaseNPC_Fort
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=571 serial=35 index=1595 handle=73275 name=DT_DynamicProp
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=571 serial=108 index=1596 handle=222780 name=DT_DynamicProp
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=617 serial=379 index=1597 handle=777789 name=DT_ParticleSystem
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=617 serial=196 index=1598 handle=403006 name=DT_ParticleSystem
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=617 serial=632 index=1599 handle=1295935 name=DT_ParticleSystem
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=617 serial=108 index=1600 handle=222784 name=DT_ParticleSystem
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=617 serial=468 index=1601 handle=960065 name=DT_ParticleSystem
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=617 serial=95 index=1602 handle=196162 name=DT_ParticleSystem
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=571 serial=487 index=1603 handle=998979 name=DT_DynamicProp
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=571 serial=986 index=1604 handle=2020932 name=DT_DynamicProp
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=571 serial=440 index=1605 handle=902725 name=DT_DynamicProp
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=326 index=1608 handle=669256 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=444 index=1609 handle=910921 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=144 index=1610 handle=296522 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=610 index=1611 handle=1250891 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=903 index=1612 handle=1850956 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=94 index=1613 handle=194125 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=890 index=1614 handle=1824334 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=910 index=1615 handle=1865295 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=456 index=1616 handle=935504 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=489 index=1617 handle=1003089 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=827 index=1618 handle=1695314 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=659 index=1619 handle=1351251 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=144 index=1620 handle=296532 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=817 index=1621 handle=1674837 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=39 index=1622 handle=81494 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=411 index=1623 handle=843351 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=638 index=1624 handle=1308248 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=175 index=1625 handle=360025 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=122 index=1626 handle=251482 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=546 index=1627 handle=1119835 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=10 index=1628 handle=22108 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=1022 index=1629 handle=2094685 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=130 index=1630 handle=267870 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=794 index=1631 handle=1627743 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=621 index=1632 handle=1273440 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=841 index=1633 handle=1724001 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=516 index=1634 handle=1058402 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=281 index=1635 handle=577123 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=148 index=1636 handle=304740 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=80 index=1637 handle=165477 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=647 index=1638 handle=1326694 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=873 index=1639 handle=1789543 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=984 index=1640 handle=2016872 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=1003 index=1641 handle=2055785 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=627 index=1642 handle=1285738 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=657 index=1643 handle=1347179 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=576 index=1644 handle=1181292 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=449 index=1645 handle=921197 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=221 index=1646 handle=454254 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=763 index=1647 handle=1564271 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=75 index=1648 handle=155248 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=590 index=1649 handle=1209969 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=594 index=1650 handle=1218162 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=230 index=1651 handle=472691 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=1011 index=1652 handle=2072180 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=394 index=1653 handle=808565 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=780 index=1654 handle=1599094 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=133 index=1655 handle=274039 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=418 index=1656 handle=857720 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=900 index=1657 handle=1844857 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=716 index=1658 handle=1468026 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+0 classId=8 serial=119 index=1659 handle=245371 name=DT_BaseEntity
yasha.(*Parser).entityCreate: creating pe: tick+12000 classId=560 serial=13 index=11 handle=26635 name=DT_DOTAPlayer
yasha.(*Parser).entityCreate: creating pe: tick+12128 classId=560 serial=774 index=4 handle=1585156 name=DT_DOTAPlayer
yasha.(*Parser).entityCreate: creating pe: tick+12394 classId=560 serial=471 index=6 handle=964614 name=DT_DOTAPlayer
yasha.(*Parser).entityCreate: creating pe: tick+12508 classId=560 serial=775 index=4 handle=1587204 name=DT_DOTAPlayer
yasha.(*Parser).entityCreate: creating pe: tick+12626 classId=560 serial=472 index=6 handle=966662 name=DT_DOTAPlayer
yasha.(*Parser).entityCreate: creating pe: tick+13084 classId=560 serial=722 index=8 handle=1478664 name=DT_DOTAPlayer
yasha.(*Parser).entityCreate: creating pe: tick+17968 classId=486 serial=144 index=120 handle=295032 name=DT_DOTA_Unit_Hero_Nevermore
yasha.(*Parser).entityCreate: creating pe: tick+17968 classId=551 serial=800 index=126 handle=1638526 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+17968 classId=551 serial=868 index=127 handle=1777791 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+17968 classId=551 serial=87 index=128 handle=178304 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+17968 classId=551 serial=814 index=132 handle=1667204 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+17968 classId=551 serial=861 index=133 handle=1763461 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+17968 classId=197 serial=248 index=134 handle=508038 name=DT_Ability_Nevermore_Requiem
yasha.(*Parser).entityCreate: creating pe: tick+17968 classId=36 serial=117 index=135 handle=239751 name=DT_DOTA_Ability_AttributeBonus
yasha.(*Parser).entityCreate: creating pe: tick+17968 classId=569 serial=355 index=136 handle=727176 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+17968 classId=569 serial=20 index=137 handle=41097 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+17968 classId=569 serial=710 index=138 handle=1454218 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+17968 classId=569 serial=905 index=139 handle=1853579 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18012 classId=527 serial=597 index=140 handle=1222796 name=DT_DOTA_Unit_Hero_Undying
yasha.(*Parser).entityCreate: creating pe: tick+18012 classId=285 serial=566 index=144 handle=1159312 name=DT_DOTA_Ability_Undying_Decay
yasha.(*Parser).entityCreate: creating pe: tick+18012 classId=286 serial=211 index=145 handle=432273 name=DT_DOTA_Ability_Undying_SoulRip
yasha.(*Parser).entityCreate: creating pe: tick+18012 classId=551 serial=595 index=146 handle=1218706 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18012 classId=551 serial=816 index=147 handle=1671315 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18012 classId=36 serial=72 index=148 handle=147604 name=DT_DOTA_Ability_AttributeBonus
yasha.(*Parser).entityCreate: creating pe: tick+18012 classId=569 serial=617 index=149 handle=1263765 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18012 classId=569 serial=409 index=150 handle=837782 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18012 classId=569 serial=754 index=151 handle=1544343 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18068 classId=491 serial=217 index=152 handle=444568 name=DT_DOTA_Unit_Hero_Omniknight
yasha.(*Parser).entityCreate: creating pe: tick+18068 classId=551 serial=484 index=156 handle=991388 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18068 classId=551 serial=853 index=157 handle=1747101 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18068 classId=551 serial=795 index=158 handle=1628318 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18068 classId=551 serial=43 index=159 handle=88223 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18068 classId=36 serial=156 index=160 handle=319648 name=DT_DOTA_Ability_AttributeBonus
yasha.(*Parser).entityCreate: creating pe: tick+18068 classId=569 serial=401 index=161 handle=821409 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18068 classId=569 serial=824 index=162 handle=1687714 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18068 classId=569 serial=300 index=163 handle=614563 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18068 classId=569 serial=237 index=164 handle=485540 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18068 classId=569 serial=260 index=165 handle=532645 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18068 classId=569 serial=488 index=166 handle=999590 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18160 classId=508 serial=849 index=167 handle=1738919 name=DT_DOTA_Unit_Hero_Silencer
yasha.(*Parser).entityCreate: creating pe: tick+18160 classId=254 serial=126 index=171 handle=258219 name=DT_DOTA_Ability_Silencer_CurseOfTheSilent
yasha.(*Parser).entityCreate: creating pe: tick+18160 classId=255 serial=81 index=172 handle=166060 name=DT_DOTA_Ability_Silencer_GlaivesOfWisdom
yasha.(*Parser).entityCreate: creating pe: tick+18160 classId=551 serial=1015 index=173 handle=2078893 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18160 classId=551 serial=778 index=174 handle=1593518 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18160 classId=36 serial=932 index=175 handle=1908911 name=DT_DOTA_Ability_AttributeBonus
yasha.(*Parser).entityCreate: creating pe: tick+18160 classId=569 serial=1008 index=176 handle=2064560 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18160 classId=569 serial=506 index=177 handle=1036465 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18160 classId=569 serial=929 index=178 handle=1902770 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18160 classId=569 serial=242 index=179 handle=495795 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18160 classId=569 serial=773 index=180 handle=1583284 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18160 classId=569 serial=828 index=181 handle=1695925 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=514 serial=582 index=182 handle=1192118 name=DT_DOTA_Unit_Hero_Spectre
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=551 serial=910 index=186 handle=1863866 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=551 serial=612 index=187 handle=1253563 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=551 serial=979 index=188 handle=2005180 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=551 serial=291 index=189 handle=596157 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=551 serial=398 index=190 handle=815294 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=36 serial=450 index=191 handle=921791 name=DT_DOTA_Ability_AttributeBonus
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=569 serial=586 index=192 handle=1200320 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=569 serial=693 index=193 handle=1419457 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=569 serial=1003 index=194 handle=2054338 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=569 serial=205 index=195 handle=420035 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=569 serial=623 index=196 handle=1276100 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=569 serial=473 index=197 handle=968901 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18234 classId=569 serial=337 index=198 handle=690374 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18415 classId=485 serial=717 index=199 handle=1468615 name=DT_DOTA_Unit_Hero_Necrolyte
yasha.(*Parser).entityCreate: creating pe: tick+18415 classId=195 serial=115 index=203 handle=235723 name=DT_DOTA_Ability_Necrolyte_Death_Pulse
yasha.(*Parser).entityCreate: creating pe: tick+18415 classId=551 serial=466 index=204 handle=954572 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18415 classId=551 serial=481 index=205 handle=985293 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18415 classId=196 serial=912 index=206 handle=1867982 name=DT_DOTA_Ability_Necrolyte_ReapersScythe
yasha.(*Parser).entityCreate: creating pe: tick+18415 classId=36 serial=565 index=207 handle=1157327 name=DT_DOTA_Ability_AttributeBonus
yasha.(*Parser).entityCreate: creating pe: tick+18415 classId=569 serial=416 index=208 handle=852176 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18415 classId=569 serial=500 index=209 handle=1024209 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18415 classId=569 serial=953 index=210 handle=1951954 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18415 classId=569 serial=755 index=211 handle=1546451 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18415 classId=569 serial=687 index=212 handle=1407188 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18578 classId=461 serial=245 index=213 handle=501973 name=DT_DOTA_Unit_Hero_FacelessVoid
yasha.(*Parser).entityCreate: creating pe: tick+18578 classId=95 serial=130 index=216 handle=266456 name=DT_DOTA_Unit_Ability_FacelessVoid_TimeWalk
yasha.(*Parser).entityCreate: creating pe: tick+18578 classId=551 serial=408 index=217 handle=835801 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18578 classId=551 serial=950 index=218 handle=1945818 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18578 classId=94 serial=74 index=219 handle=151771 name=DT_DOTA_Ability_FacelessVoid_Chronosphere
yasha.(*Parser).entityCreate: creating pe: tick+18578 classId=36 serial=29 index=221 handle=59613 name=DT_DOTA_Ability_AttributeBonus
yasha.(*Parser).entityCreate: creating pe: tick+18578 classId=569 serial=883 index=222 handle=1808606 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18578 classId=569 serial=219 index=224 handle=448736 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18578 classId=569 serial=31 index=225 handle=63713 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18578 classId=569 serial=559 index=226 handle=1145058 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18578 classId=569 serial=129 index=227 handle=264419 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18818 classId=499 serial=691 index=228 handle=1415396 name=DT_DOTA_Unit_Hero_QueenOfPain
yasha.(*Parser).entityCreate: creating pe: tick+18818 classId=551 serial=288 index=232 handle=590056 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18818 classId=230 serial=502 index=233 handle=1028329 name=DT_DOTA_Ability_QueenOfPain_Blink
yasha.(*Parser).entityCreate: creating pe: tick+18818 classId=551 serial=102 index=234 handle=209130 name=DT_DOTABaseAbility
yasha.(*Parser).entityCreate: creating pe: tick+18818 classId=231 serial=567 index=235 handle=1161451 name=DT_DOTA_Unit_Ability_QueenOfPain_SonicWave
yasha.(*Parser).entityCreate: creating pe: tick+18818 classId=36 serial=217 index=236 handle=444652 name=DT_DOTA_Ability_AttributeBonus
yasha.(*Parser).entityCreate: creating pe: tick+18818 classId=569 serial=315 index=237 handle=645357 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18818 classId=569 serial=131 index=238 handle=268526 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18818 classId=569 serial=966 index=239 handle=1978607 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+18818 classId=569 serial=285 index=240 handle=583920 name=DT_DOTAWearableItem
yasha.(*Parser).entityCreate: creating pe: tick+19441 classId=513 serial=234 index=241 handle=479473 name=DT_DOTA_Unit_Hero_Sniper
